Date,Open,High,Low,Close,Adj Close,Volume
2021-04-05,33649.1484375,33697.75,32330.150390625,32678.849609375,32678.849609375,0
2021-04-06,32915.6484375,33007.6484375,32338.400390625,32501.349609375,32501.349609375,0
2021-04-07,32529.69921875,33191.69921875,32141.55078125,32991.19921875,32991.19921875,0
2021-04-08,33154.19921875,33306.80078125,32704.75,32782.8515625,32782.8515625,0
2021-04-09,32636.900390625,32972.1484375,32329.94921875,32448.05078125,32448.05078125,0
2021-04-12,31637.900390625,31698.05078125,30520.30078125,30792.0,30792.0,0
2021-04-13,30901.80078125,31885.44921875,30722.849609375,31771.599609375,31771.599609375,0
2021-04-15,31929.099609375,32187.05078125,31406.400390625,32112.849609375,32112.849609375,0
2021-04-16,32161.44921875,32325.150390625,31911.900390625,31977.44921875,31977.44921875,0
2021-04-19,30993.44921875,31304.30078125,30405.650390625,31208.400390625,31208.400390625,0
2021-04-20,31568.94921875,31731.650390625,30891.0,31112.69921875,31112.69921875,0
2021-04-22,30763.5,31834.5,30555.25,31782.599609375,31782.599609375,368400
2021-04-23,31490.599609375,32148.400390625,31377.150390625,31722.30078125,31722.30078125,0
2021-04-26,32316.650390625,32603.69921875,32144.80078125,32275.150390625,32275.150390625,0
2021-04-27,32228.94921875,32807.1015625,32152.94921875,32735.349609375,32735.349609375,0
2021-04-28,32865.5,33777.69921875,32840.30078125,33722.80078125,33722.80078125,0
2021-04-29,33901.6015625,34287.0,33304.6015625,33714.5,33714.5,0
2021-04-30,33112.3984375,33455.25,32663.400390625,32781.80078125,32781.80078125,0
2021-05-03,32368.55078125,32566.599609375,31906.55078125,32465.75,32465.75,351000
2021-05-04,32610.400390625,33011.55078125,32191.400390625,32270.349609375,32270.349609375,786800
2021-05-05,32577.099609375,32862.1484375,32068.55078125,32783.69921875,32783.69921875,0
2021-05-06,32900.75,32956.3515625,32564.0,32827.80078125,32827.80078125,0
2021-05-07,33041.6484375,33259.1484375,32771.3515625,32904.5,32904.5,0
2021-05-10,33175.30078125,33297.6015625,33028.1484375,33142.3984375,33142.3984375,0
2021-05-11,32640.94921875,33154.30078125,32611.69921875,32872.19921875,32872.19921875,0
2021-05-12,32717.650390625,32747.69921875,32352.30078125,32452.30078125,32452.30078125,0
2021-05-14,32495.150390625,32622.650390625,32115.5,32169.55078125,32169.55078125,0
2021-05-17,32437.849609375,33506.8984375,32318.69921875,33459.25,33459.25,0
2021-05-18,33893.1015625,34142.8515625,33730.44921875,33922.3984375,33922.3984375,0
2021-05-19,33717.1015625,33959.30078125,33608.25,33685.19921875,33685.19921875,0
2021-05-20,33692.55078125,33833.69921875,33273.94921875,33334.55078125,33334.55078125,0
2021-05-21,33559.80078125,34694.44921875,33559.75,34606.8984375,34606.8984375,0
2021-05-24,34869.30078125,35216.1015625,34528.30078125,34943.6015625,34943.6015625,0
2021-05-25,35095.0,35125.8515625,34410.3984375,34662.0,34662.0,0
2021-05-26,34757.1484375,34897.94921875,34462.5,34684.19921875,34684.19921875,0
2021-05-27,34664.19921875,35220.80078125,34529.69921875,35095.05078125,35095.05078125,0
2021-05-28,35345.6484375,35436.6484375,34977.19921875,35141.44921875,35141.44921875,0
2021-05-31,35097.44921875,35584.30078125,34930.1015625,35526.6484375,35526.6484375,0
2021-06-01,35639.75,35713.8984375,35241.19921875,35337.19921875,35337.19921875,0
2021-06-02,35271.6015625,35415.8515625,35070.30078125,35373.75,35373.75,0
2021-06-03,35536.44921875,35723.69921875,35413.0,35649.0,35649.0,0
2021-06-04,35657.8515625,35810.8984375,35176.1484375,35291.6484375,35291.6484375,0
2021-06-07,35460.80078125,35545.8515625,35338.55078125,35443.6484375,35443.6484375,0
2021-06-08,35433.80078125,35449.5,34962.6484375,35085.30078125,35085.30078125,0
2021-06-09,35114.25,35402.44921875,34641.19921875,34800.5,34800.5,0
2021-06-10,34903.6015625,35165.6484375,34734.3984375,35131.19921875,35131.19921875,0
2021-06-11,35324.6484375,35344.0,34891.30078125,35047.3984375,35047.3984375,0
2021-06-14,34936.55078125,34995.1484375,34374.3515625,34950.6015625,34950.6015625,0
2021-06-15,35038.05078125,35317.3984375,34917.8984375,35247.75,35247.75,0
2021-06-16,35196.25,35380.0,34916.19921875,35003.5,35003.5,0
2021-06-17,34619.80078125,34882.3984375,34458.1015625,34605.3984375,34605.3984375,0
2021-06-18,34735.1484375,34787.3984375,33908.94921875,34558.0,34558.0,0
2021-06-21,34109.44921875,34927.6484375,33937.5,34871.30078125,34871.30078125,0
2021-06-22,35084.8984375,35281.8984375,34664.3515625,34745.0,34745.0,0
2021-06-23,34911.8515625,34937.6484375,34525.44921875,34574.0,34574.0,0
2021-06-24,34687.69921875,34935.30078125,34592.3515625,34827.0,34827.0,0
2021-06-25,34916.6484375,35491.94921875,34915.8515625,35364.6484375,35364.6484375,0
2021-06-28,35488.19921875,35576.94921875,35236.44921875,35359.44921875,35359.44921875,0
2021-06-29,35320.44921875,35337.44921875,34913.69921875,35010.30078125,35010.30078125,0
2021-06-30,35001.8984375,35214.8984375,34730.44921875,34772.19921875,34772.19921875,0
2021-07-01,34866.0,34917.6484375,34650.94921875,34684.0,34684.0,164000
2021-07-02,34728.1015625,34894.44921875,34632.6015625,34809.8984375,34809.8984375,165600
2021-07-05,35010.94921875,35234.30078125,34926.3984375,35212.0,35212.0,0
2021-07-06,35173.6015625,35807.44921875,35165.55078125,35579.1484375,35579.1484375,0
2021-07-07,35550.6015625,35795.75,35427.6484375,35771.30078125,35771.30078125,0
2021-07-08,35603.25,35811.0,35134.6484375,35274.1015625,35274.1015625,0
2021-07-09,35163.75,35225.19921875,34859.8984375,35071.94921875,35071.94921875,0
2021-07-12,35285.05078125,35394.30078125,35060.3515625,35198.8984375,35198.8984375,0
2021-07-13,35480.05078125,35727.8515625,35340.69921875,35673.3984375,35673.3984375,0
2021-07-14,35585.8515625,35804.05078125,35434.75,35668.25,35668.25,0
2021-07-15,35757.44921875,35985.25,35625.69921875,35907.6484375,35907.6484375,0
2021-07-16,35977.94921875,35977.94921875,35674.75,35751.80078125,35751.80078125,0
2021-07-19,35070.5,35347.05078125,34899.19921875,35079.19921875,35079.19921875,0
2021-07-20,34791.1484375,34894.1484375,34357.3515625,34415.44921875,34415.44921875,0
2021-07-22,34774.55078125,34989.1015625,34557.8515625,34677.30078125,34677.30078125,0
2021-07-23,34748.3515625,35088.0,34404.75,35034.3984375,35034.3984375,0
2021-07-26,34947.8515625,35138.19921875,34669.55078125,34949.69921875,34949.69921875,0
2021-07-27,35029.30078125,35186.1015625,34713.55078125,34797.44921875,34797.44921875,0
2021-07-28,34839.44921875,34841.55078125,34115.19921875,34532.8984375,34532.8984375,0
2021-07-29,34740.30078125,34778.1484375,34495.19921875,34691.5,34691.5,0
2021-07-30,34698.75,34738.75,34445.3984375,34584.3515625,34584.3515625,0
